POLARITY		CONCEPT
negative		best_mirage
positive		best_player
positive		best_selda_skaldsagan
positive		besta_biomyndin
positive		besta_framkvaemdastjori
negative		besta_jockey
positive		besta_kvikmyndin
positive		besta_lagid
positive		besta_leidinlegt
positive		besta_lidid
positive		besta_manneskjan
positive		besta_samraemingin
positive		besta_skorpum_vodvum
positive		besta_syningin
positive		besta_venja
positive		besta_verkid
negative		bestache
negative		besterry
negative		besti
positive		besti_madur
positive		besti_vinur
negative		bestial
negative		bestial_punish
negative		bestiality
negative		bestrode
positive		bestsell
positive		bestu_gaedi_matvaela
positive		bestu_kaup
negative		beta_geislun
negative		beta_ray
negative		betadin
negative		betametason
negative		betel
negative		betel_ballock
negative		betel_blada
negative		betel_bollock
negative		betel_crackpot
negative		betel_fikill
negative		betel_flip
negative		betel_folio
negative		betel_freak
negative		betel_fruitcake
negative		betel_hneta
negative		betel_leafage
negative		betel_riffle
negative		betel_screwball
negative		betel_smid
positive		bethel_kapellan
negative		bethel_rif
negative		betla
negative		betlarar
positive		betlehem
positive		betra
positive		betra_utlit
positive		betri_en
positive		betri_gott
positive		betri_kalt
positive		betroth
negative		bettor
positive		bettor_sama
positive		betuix
positive		betula_pendula
positive		betur_af_ser_vikid
negative		betur_thekkt
positive		betza
positive		bevan
positive		bevy
negative		bewail
negative		bewilder
positive		bewitch
positive		beyblade
negative		beygdur
negative		beygid
positive		beygja
positive		beygja_afturabak
positive		beygja_allt
positive		beygja_blackguard
positive		beygja_cad
positive		beygja_houn
negative		beygja_inn_a_vid
positive		beygja_reheel
positive		beygju
negative		beygjubolti
negative		beygjudokkt
negative		beymenter
negative		beypaception
positive		bezel
positive		bezique
positive		bff
positive		bffae
negative		bgm_tomahawk
negative		bharati
positive		bhehea
positive		bhor_ghat
negative		bhupendanath
positive		biatch
positive		biaxin
positive		bibimbap
positive		biblian
negative		biblian_spadomur
negative		bibliophile
negative		bicamy
positive		bicentenary
positive		bicentennial
positive		biceps_curl
positive		biceps_sinon
positive		bichrome
negative		bicker
positive		bicolor
positive		bicorne
positive		bicuculline
negative		bid
positive		bid_mite
positive		bida_eftir
positive		bida_eftir_profun
negative		bida_lengi
positive		bida_med_sjuklingi
positive		bida_sjuklingur
positive		biddable
negative		biddate
positive		bidder
negative		biddu
negative		biddu_a
positive		biddu_a_kulda
negative		biddu_a_morgun
negative		biddu_ad_eilifu
positive		biddu_adeins
negative		biddu_bidrod
negative		biddu_eftir
positive		biddy
negative		bidid_eftir_ad_sja
positive		bidja
positive		bidja_fyrir
negative		bidja_gud
positive		bidja_um
negative		bidja_um_athygli
negative		bidlina
positive		bidminni
negative		bidrod
negative		bidrod_upp
positive		bidstada
positive		bidurst
negative		bienting
negative		bifid
negative		bifidobacteria
negative		bifidobacterium
positive		biflagellate
positive		bifocal
positive		bifurcate
positive		bifurcated_nal
negative		bifurcation
positive		big_battle
negative		big_blast
negative		big_blow
positive		big_fat_greek_brudkaup
negative		big_fight
positive		big_michel
positive		big_stir
positive		big_tower
negative		bigcommerce
positive		bigheart
positive		bighorn
positive		bigin_big
positive		bigler
negative		bigmounhed
positive		bignold
negative		bigot
positive		bigwig
negative		biidiomycete
positive		biitteope
negative		bikalutamid
negative		bikamiskt
positive		bikini_keppni
positive		bikini_top
positive		bikram_joga
negative		bilabial
negative		biladi
negative		bilal_hussein_ljosmyndun
negative		bilanagreind
positive		bilanaleit
negative		bilar
negative		bilaterian
positive		bilayer
positive		bilayer_fituefni
negative		bilberry
positive		bilby
positive		bildungsroman
negative		bilgewater
negative		bilharzia
negative		bili
negative		biliary_hindrun
positive		bilid_guild
positive		bilinear
positive		bilinear_lanceolate
positive		bilinear_skridthunga
positive		bilinear_teygjanlegt
positive		bilinear_umgerd
positive		bilious
positive		bilious_febricity
positive		bilious_fever
negative		bilirubin_samtenging
negative		bilirubinemia
negative		bilk
negative		bilk_duck
negative		bill_elta
negative		bill_vax
positive		billboard_heitt
positive		billfold
negative		billhook
negative		billingsgate
negative		billow
negative		billowing
positive		biloba
negative		bilobate_brot
positive		bilobate_lift
positive		biloxi
positive		bilskur
positive		biltme
positive		bilunarthol
positive		bilxia_pyrexia
positive		bimanual
negative		bimby
negative		bimetal
positive		bimetal_alfelgur
positive		bimetal_mengun
positive		bimetal_pipe
positive		bimetal_plaque
negative		bimetal_rusl
negative		bimetal_threyta
positive		bimodal
negative		bin_laden
negative		bin_liner
positive		binate
positive		binate_lift
negative		binda
positive		binda_inn
positive		bindandi_gerdardomi
positive		bindandi_motefni
positive		bindandi_profun
negative		bindandi_vasa
negative		binde
positive		binderency
positive		bindi_brot
negative		bindi_of_mikid
negative		bindi_pedal
positive		bindil
negative		bindititarian
positive		binge
positive		binge_eat
positive		binge_eater
positive		binge_reader
positive		binge_watch
positive		bingo
negative		binishitabrot
positive		binman
negative		binnicle
positive		binocular
positive		binturong
positive		bio_blad
negative		biocide
positive		biodegrade
positive		bioelectric
positive		biofilm
positive		biomethane
positive		bionol
positive		bionomic
negative		biopsy
positive		biosphere
positive		biozone
positive		bipartisan
positive		biplane
positive		biplane_fighter
positive		bipol
negative		birch_bayh
negative		birch_forest
positive		birch_peningar
positive		birch_perenniial
positive		birch_rod
positive		birch_tree
positive		birchen
positive		bird_beak
negative		bird_flensu_braust
negative		bird_louse_fly
negative		bird_nest_leikvangurinn
negative		birder
positive		birdfeed
positive		birdie
negative		birdlife
positive		birdsong
negative		birefringence
negative		birefringent
positive		biretta
negative		birgdir_enn
negative		birkel
positive		birken
positive		birki
negative		birkinshaw
positive		birl_polarize
positive		birnie
negative		birta_i_sundur
positive		birtast
positive		birthrishight
positive		birthstone
negative		birtingarleysi
positive		birtist
negative		birtist_samkvaemt
positive		biruni
negative		bisacodyl
negative		bisco
negative		biserrate
positive		biserrate_gangstett
negative		bisfenol
positive		bisharin
negative		bisk_pace
positive		biskup
positive		biskupsdaemi
negative		bismuth
positive		bisque
positive		biston_belararia
positive		bisulfite
negative		bita
negative		bita_af_en_tyggja
positive		bita_bullet
negative		bita_fra_ser
negative		bita_hofudid_af
positive		bita_ristudu_braudi
negative		bita_ryk
negative		bita_sar
negative		bitandi
negative		bitertut_hickory
negative		bitesize
negative		bitnet
positive		bitrate
negative		bitrot
negative		bits
negative		bitter_saetur
positive		bitterroot
negative		bittersweet
negative		bitty
positive		bituman
positive		bituminous_steypu
positive		bituminous_yfirbord
negative		bitur
negative		bitur_pilla
negative		bitur_pilla_til_ad_kyngja
positive		bivariate
negative		bivouac
positive		bivy
negative		bjallahringur
positive		bjarga_lifi
negative		bjarganleiki
negative		bjarnargryti
positive		bjart
positive		bjartanlegur
positive		bjartsyni
positive		bjartsynn
positive		bjartur
positive		bjartur_litur
positive		bjoda
negative		bjoda_kvedju
positive		bjoda_sig_fram_til_forseta
negative		bjoda_upp_a_quickie
positive		bjorgun
negative		bjorgunarbatur
positive		bjorgunarlina
negative		bjorn
positive		bjort
negative		bjort_flash
positive		bjort_lit
positive		bjort_pudi
negative		bjugur
negative		bjuli
positive		bla_flaga
negative		blabbby
negative		blabber
negative		blabbermouth
negative		black_face
negative		black_out
negative		blackamoor
positive		blackamoor_slave
positive		blackball
negative		blackbaud
positive		blackbear_hut
negative		blackbeard
positive		blackberry
negative		blackbird
positive		blackcap
positive		blackcurrant
negative		blacke
negative		blackface
negative		blackfeet
negative		blackfoot
negative		blackguard
negative		blackhead
positive		blackjack
negative		blackleguling
positive		blackout
positive		blacksmith
positive		blackthorn
positive		blacktip_shark
positive		blacktop
negative		blackwash
positive		blackwater_fever
positive		blade_geometry
positive		bladlaukur
negative		blaeding
negative		blaeding_i_sjonhimnu
positive		blaeja
negative		blagh
negative		blagraenn
positive		blagraenn_djupsjor
negative		blah
positive		blajark_djorf
negative		blak
negative		blakean
positive		blaki
positive		blanda_og_passa_saman
negative		blanda_saman
positive		blandid_coupletinu
positive		blandid_dyad
positive		blandish
negative		blank
positive		blank_ace
positive		blank_bulwark
positive		blank_girding
positive		blank_lak
positive		blank_likklaedi
positive		blank_mainsheet
positive		blank_palisade
positive		blank_rag
positive		blank_rampart
positive		blank_shell_ace
positive		blank_skel
positive		blank_skel_lak
positive		blank_skel_veggur
negative		blank_skothylki
positive		blank_takk
positive		blank_umlykjandi
positive		blanquist
negative		blanton
positive		blar
negative		blar_blindur
positive		blar_blindur_leigumordingi
positive		blar_bordi
negative		blar_cringinge
positive		blar_grar_litur
positive		blar_himinn
positive		blar_hvitur_litur
negative		blar_kragi
positive		blar_magi
negative		blar_skreppa_saman
positive		blar_svartur_litur
positive		blarnney
negative		blasa_af
positive		blasa_fyrir_hogg
positive		blasa_i_hugann
negative		blasa_i_taetlur
negative		blasa_upp
positive		blasari
negative		blaspheme
negative		blast
positive		blast_brace
positive		blast_copulate
positive		blast_distich
positive		blast_fallhlif
positive		blast_geeminate
positive		blast_handshake
positive		blast_par
positive		blastema
positive		blastocyst
negative		blastoma
positive		blastpipe
positive		blastula
negative		blasturshlif
negative		blaterch
negative		blather
negative		blatt_blindsvin
positive		blatt_tungl
positive		blattodea
negative		blatungu_sjukdomur
negative		blautmalning
negative		blautt_bak_vid_eyra
positive		blautur_har
negative		blautur_kalt
positive		blaze
positive		blazing
negative		blazon_soluadili
negative		blazonry_soluadili
positive		blduran
negative		bleak
negative		blear
negative		bleat
positive		bleb
positive		bleb_regia
negative		bleep
positive		bleikur_blom
positive		bleikur_gloa
positive		bleikur_har
positive		bleikur_lit
positive		blek
negative		blekking
negative		blekkja
positive		bleksprautuprentara_taekni
negative		blekstand
negative		blemish
negative		blenka
positive		blenka_lit
positive		blenny
positive		blepharoplasty
positive		blepharospasm
positive		bless
negative		blessud
positive		blessun
positive		blest_crown
positive		blest_dua
positive		blest_duet
positive		blest_duo
negative		blest_hue
positive		blest_mate
positive		blest_ok
positive		blest_twain
positive		blest_twin
positive		blest_twosome
positive		blesy
positive		blesy_rokk
negative		blether
positive		blettalausn
negative		blettatigur
positive		blettur
negative		bley
negative		bleyju_utbrot
positive		blidur
negative		blight
positive		blikkar
negative		blimey
positive		blimpish
positive		blimpish_lit
negative		blimpish_vidhorf
positive		blind_snake
negative		blindblettur
positive		blindfold
negative		blindgata
negative		blindside
negative		blindur
positive		blindur_af_ast
positive		bling
negative		blink
negative		blip
positive		bliss
positive		blithe
negative		blizzard
negative		blob
positive		block_leidari
negative		blockburger
positive		blockbuster
negative		blockhead
negative		blocklog
negative		blockquote
negative		blod
negative		blod_feud
positive		blod_flaedi
positive		blod_plasma
negative		blodbad
positive		blodbrodir
positive		blodflagnafaed
negative		blodflagnafaed_purpura
negative		blodflagnaferdir
negative		blodflokka
negative		blodfraedileg_krabbamein
negative		blodfrumnafaed
negative		blodid_rennur_kalt
negative		blodleysi
positive		blodleysi_hjartasjukdoma
positive		blodlinur
negative		blodoxik
negative		blodpeningar
negative		blodrasir
negative		blodrauda
negative		blodrukrabbamein
negative		blodrur
positive		blods_konar_hitastig
negative		blodsaeti
negative		blodsjukdomur
positive		blodstjornur
negative		blodtappi
negative		blodthorsti
negative		blodthrystingslaekkandi
negative		blodthrystingslaekkandi_lyf
negative		blodthrystingslaekkandi_umbodsmadur
positive		blodthrystingur_tenor
negative		blodthurrd
negative		blodvandamal
negative		blodvun
negative		blokk
positive		blokk_motud
positive		blom
positive		blom_bloom
positive		blom_vor
positive		bloma
positive		bloma_bjalla
positive		bloma_fullt
negative		bloma_sem_er_til_stadar
negative		bloma_tobak
negative		blomkal
positive		blomstra
positive		blomstra_seint
negative		blomstradu_spil
positive		blomstrandi
positive		blond
positive		blonde_bombshell
negative		blonde_deila
negative		blondish
positive		blondu
negative		blondud_yfirbord
positive		blondunarhlutfall
negative		blondunarholf
positive		blondunartaeki_flodid
positive		blondunartaeki_outcast
positive		blondunartaeki_overrun
positive		blondunartaeki_overspill
positive		blondunartaeki_runoff
positive		blondunartaeki_yfirflaedi
negative		blondur
positive		bloodberry
negative		bloodgate_hneyksli
negative		bloodgate_ofbeldi
negative		bloodgate_ohreinindi
negative		bloodguilt
positive		bloodheund
positive		bloodroot
positive		bloods_gang
negative		bloodshot
negative		bloodsucker
positive		bloodworm
positive		bloom
negative		bloomford
negative		bloop
negative		blossi
negative		blossi_upp
negative		blot
negative		blotch
negative		blotsyrdi
negative		blotto
positive		blotto_breeze
negative		blotto_bryggja
negative		blotto_circle
positive		blotto_deigid
negative		blotto_hairstyle
negative		blotto_paint
positive		blotto_plastur
negative		blotto_refsing
negative		blotto_skoglendi
positive		blotto_wipe
negative		bloviate
negative		blowage_plain
negative		blowback
positive		blowball
positive		blowfish
positive		blowhard
negative		blowhole
positive		blowjob
negative		blowsy
positive		blowtorch
negative		blowzy
positive		blu_beam
positive		blu_electron_beam
positive		blu_geisla
positive		blu_itradiate
positive		blu_light_beam
positive		blu_ray
positive		blu_shaft
negative		blub
negative		blubber
negative		bludgeon
negative		blue_ass
negative		blue_casimir_funk
negative		blue_flinch
negative		blue_funk
negative		blue_quail
negative		blue_recoil
negative		blue_squinch
negative		blue_wince
negative		bluebeard
positive		bluebell
positive		blueberry
negative		bluegill
negative		bluegill_ternary
negative		bluegill_threfaldast
negative		bluegill_triad
negative		bluegill_trio
negative		bluegill_triple
positive		bluegrass_banjo
positive		bluegrass_fiddle
positive		blueish
negative		blues
positive		blues_rock
negative		bluescreen
positive		bluesy_gitar
negative		bluetick
negative		blunda
negative		blunder
positive		blundur
negative		blunt
negative		blur
negative		bluster
positive		bly
positive		blyantur
negative		blygdunarlaus
positive		bo_peep
negative		boa
positive		board_bus
negative		boatman
positive		boatswain
negative		bobbed_fuzz
negative		bobbed_hairsbreadth
negative		bobbed_har
positive		bobber
positive		bobbin_blundur
negative		bobble
negative		bobblehead
positive		bobfloat
negative		bobolink
positive		bobsedder
negative		bobwhite
positive		bockwurst
positive		boda
positive		bodark
negative		bodberi
positive		bode_vel
positive		bodhicitta
positive		bodhran
positive		bodice
negative		bodice_ripper
negative		bodiless
negative		bodin
positive		boding
positive		bodoni_leturskel
negative		bodoni_prokinetic_agent
positive		bodoni_shell
positive		bodskipti
negative		body_bag
positive		body_build
positive		bodybuilding
negative		bodybut
negative		bodymedia
positive		bodyshell
positive		bodystyle
positive		bodywork_medferd
positive		boeing_jet
negative		boettgeri
negative		boewe
positive		boffo_lokid
positive		boffo_masthead
negative		bog
positive		boga_afall
negative		boga_ut
positive		bogalusa
negative		bogbean
negative		bogeyman
negative		bogeymen
negative		boggle
negative		bogi
positive		boginn_hlid
negative		boginn_thak
negative		bogof
positive		bogomolov_conjecture
positive		boheme
positive		bohemia
positive		bohemond
positive		boisterous
negative		boisterous_play
positive		bok_choi
positive		boka_snjallt
negative		bokad_upp
positive		bokamerki
positive		bokasafn
negative		bokasafn_lima
negative		bokasafn_umferd_skrifbord
positive		bokasafnsefni
positive		bokaskipti
positive		bokaskra
positive		bokband
positive		bokeh
negative		bokhald
positive		bokhveiti_hunang
positive		boklegt
positive		bokmennta
negative		bokmenntagagnrynandi
positive		bokmenntir
negative		bokormur
negative		boksburg
positive		bokunar_gjald
negative		bol_a
negative		bol_dalkur
negative		bolga
positive		bolga_spenna_beint
positive		bolgan_gildi
negative		bolginn_almoner
negative		bolginn_auga
positive		bolginn_blodsykur
positive		bolginn_blodthrystingur
negative		bolginn_concit
negative		bolginn_decibel
negative		bolginn_feitur_mataraedi
negative		bolginn_fotur
negative		bolginn_gaedi
positive		bolginn_kaloria
negative		bolginn_karb_matur
positive		bolginn_kolesterol
negative		bolginn_kolvetnismat
positive		bolginn_lokadur
positive		bolginn_profil
negative		bolginn_roller
negative		bolginn_stada
positive		bolginn_syru_matur
positive		bolginn_thvingun
negative		bolgnir_hradi_arekstur
positive		bolgnir_tilraunir
positive		bollate
positive		bolli
negative		bollix
negative		bollock
positive		bollud_gaedi_matvaela
negative		bologna
negative		bolshevik
positive		bolshevik_byltingin
positive		bolshevik_gyration
positive		bolshevik_party
positive		bolshevik_snuningur
negative		bolshevik_stjorn
positive		bolshevil
positive		bolshevism
positive		bolster
positive		bolstrari
negative		bolt_dab
positive		boltar
negative		bolti
positive		boltinn
positive		boltzmann
positive		boluefni
negative		bolvadin
negative		bolvun
negative		bolvun_ords
negative		bomarion
negative		bomb_blast
negative		bomba_bomb
negative		bombard
negative		bombast
negative		bombastic
positive		bombax_ceiba
positive		bombilation
negative		bomblead
positive		bombproof
negative		bombshell
positive		bombycidae_family
negative		bona_dea
positive		bonacieux
positive		bonanza
negative		bonapartism
positive		bonapartist
positive		bonce_frae
negative		bondi
positive		bondi_markadur
negative		bone_vinna
negative		boney
positive		bonferroni
positive		bonfire
positive		bonhomie
negative		bonhommie
positive		boning_knife
negative		bonk
positive		bonker
positive		bonne_taekifaeri
positive		bonny
positive		bonny_color
negative		bonny_share
positive		bonny_view
positive		bono
positive		bonsthon
positive		bonus
negative		bony
negative		boo_hoo
positive		boob
positive		boob_ace
negative		boob_dealer
positive		boob_fiend
positive		booblouse
positive		booby
positive		booby_ace
positive		booby_fiend
negative		booby_gildru
negative		booby_hatch
negative		booby_soluadili
negative		booby_verdlaun
positive		boodle
positive		boogaloo
negative		booger
positive		boogeyman
negative		boogie
negative		boohoo
positive		book_choy
negative		bookie
positive		booklaunch
positive		bookman
negative		booksut
negative		bookworm
positive		boom
negative		boombox
positive		boomerang
positive		boomtown
positive		boon
negative		boon_kin
positive		boon_saman
positive		boot
negative		boot_butt
positive		boot_partition
positive		bootee
positive		bootie
negative		bootlace
negative		bootleg
negative		bootlick
positive		bootloader
positive		bootmaker
positive		bootmgr
positive		bootup
positive		boovid
negative		booze_up
negative		boozy
negative		bop
negative		boquern
negative		bor
negative		bora
positive		bora_bit
negative		bora_chow
negative		bora_chuck
negative		bora_er_fullt
negative		bora_grub
positive		bora_liffaeri_pipa
positive		bora_pipa
positive		bora_shriek
positive		bora_shrill
negative		bora_skurdur
positive		bora_tobak_pipa
negative		bora_uppkost
positive		borachio
negative		borad
positive		borad_alfelgur
positive		borad_holu
positive		borage
positive		borane
negative		borate_malbik
negative		borate_steinefni
negative		borborygmi
positive		bord
negative		borda
positive		borda_eftirrett
positive		borda_graenmeti
positive		borda_graent
positive		borda_hadegismat
positive		borda_hamborgara
positive		borda_hrisgrjon
positive		borda_is
positive		borda_kartoflur
positive		borda_mat
positive		borda_okeypis
positive		borda_saman
positive		borda_sjukdom
positive		borda_supu
negative		borda_svinakjot
positive		borda_upp
positive		borda_uti
positive		bordaskurdur
positive		bordeaux_blondud
negative		bordello
negative		bordery
negative		bordetella
positive		bordi
positive		bordi_saeti
negative		bordkrem
negative		bordlest
positive		bordvel
negative		boreal
negative		boreal_skogur
positive		borg_nemanda
negative		borga_fyrir_kynlif
negative		borga_skera
negative		borga_vaendiskona
positive		borgadu_reidufe
positive		borgaraleg_adstod
negative		borgarar
positive		borgriki
positive		borgun
negative		borh_hole
negative		borid_saman
positive		borilhita
negative		borill_disgorge
negative		borill_hon
positive		borill_kennari
negative		borill_retch
negative		borill_spw
negative		borill_veikur
negative		borlae
negative		born
positive		born_dansa
positive		born_faedd
negative		boron
positive		boron_carbide
positive		boron_trifluorid
positive		borophaginae
negative		borrelia
positive		borun_rig
positive		borzoi
positive		bosendorfer
negative		bosom
negative		bosomar
positive		boson
positive		bosrychia
negative		boss_around
positive		bossen_bergen
negative		bossky
positive		bostjan_nachbar
positive		bostridge
positive		bosun
positive		botanic
positive		botanist
positive		botaskylt
negative		botch
negative		botfly
negative		botninn_er_nidurgangur
positive		botnlaus_tosku
positive		botnlausa
negative		botrytis_blight
negative		bottleneck
positive		botulism
negative		boudoir
positive		bouffant
positive		bouguerau
positive		bouillabaisse
positive		boulder
positive		boulder_brook
positive		boulevard
positive		bouna_therebor
positive		bounty
positive		bourdieu
negative		bourge
negative		bourgeois
negative		bourgeois_degeneracy
negative		bourgeois_nationalism
negative		bourgeoisie
positive		bouyant
negative		bovid_serum
positive		bovidae
negative		bovillae
positive		bow_brook
positive		bow_creek
positive		bow_hnutur
positive		bow_ramp
positive		bow_va_pabbi
positive		bowdlerise
negative		bowdlerize
negative		bowel_raedumadur
positive		bowen
positive		bowen_burl
positive		bowen_gnarl
positive		bowen_hnutur
positive		bowen_ravel
positive		bowen_sluw
negative		bowhead
negative		bowhead_whale
positive		bowie_knife
positive		bowing
positive		bowknot_creek
positive		bowlder
positive		bowlder_creek
positive		bowler
positive		bowline
positive		bowman
negative		bowsprit
negative		boxcar
positive		boxset
positive		boxwidth
positive		boychoir
negative		boycott
positive		boyd
positive		boyhood
negative		boyish
negative		boyle
positive		boysenberry
negative		boyz
negative		bozo
positive		bozze
negative		brabant
negative		brabble
negative		brace
positive		brace_barrage
negative		brace_haekkun
positive		brace_mind
negative		brace_rise
negative		brace_stream
negative		brachiopod
negative		brachycephaly
positive		brachydont
positive		brachytherapy
positive		brachyuran
positive		bracken
positive		bracketed_cornice
negative		brackish
positive		brackish_grunnvatn
positive		brackish_spray
negative		brackish_vatn
positive		braconid_wapp
positive		bract
negative		brad
positive		brad_thrihyrningur
negative		brad_to
positive		brada
negative		bradabirgdatolur
negative		bradaofnaemi
positive		braddock
negative		bradlaeti
negative		bradna
positive		bradna_inn_a_vid
positive		bradna_innri
negative		bradna_nidurfilter_effect_sweep
positive		bradnar
positive		bradnar_tveir
negative		bradnu_plasti
positive		bradstreet
negative		bradybaena
negative		bradycardic
positive		braedslumarkadi
positive		brag_canal_dehiscence
negative		brag_condalce
positive		brag_hreyfing
negative		brag_mirage
negative		bragd
positive		bragdarefur
positive		bragdmat
negative		bragdskemmtun
negative		braggadocio
positive		braggart
negative		braggart_bang_model
negative		braggart_bang_sprenging
positive		braggart_crunch
negative		braggart_fight
positive		braggart_grin
negative		braggart_muff
negative		braggart_muscle
positive		braggart_rat
positive		braggart_skvetta
negative		bragging
positive		braggy
negative		braggy_bang_likan
negative		braggy_bang_sprenging
positive		braggy_crunch
negative		braggy_fight
positive		braggy_grin
negative		braggy_muff
negative		braggy_muscle
positive		braggy_rat
positive		braggy_splash
positive		brahmacharya
positive		brahmagupta
positive		brahman_atman
negative		brahmanism
negative		brahmavism
negative		brahmin
negative		brahmin_caste
negative		brahminical
negative		brahminism
negative		brahmo
negative		brahmo_leidsla
negative		brahmsiu
positive		brain_storm
positive		braincase
positive		brainchild
negative		brainer
positive		brainiac
positive		brainish
negative		brainish_hegdun
negative		brainless
negative		brainpan
positive		brainpower
positive		brainsick
positive		brainsick_lim
positive		brainsick_magazine
negative		brainsick_rush
positive		brainstem_nucleus
positive		brainstorm
negative		brainwash
positive		brainwave
positive		brainy
positive		brambble
positive		bran_flake
negative		branchial
negative		branchial_arch
negative		branchlet
negative		branchy
positive		brandish
negative		brash
positive		brass
negative		brassbound
positive		brassica_crop
positive		brassica_graenmeti
positive		brassiere
positive		brassy
negative		brassy_blast
positive		brassy_flod
negative		brassy_grenade
positive		brassy_ovation
negative		bratt
negative		brattish
negative		brattle
negative		braud
positive		braud_og_smjor
negative		braudslodi
positive		braudvinningur
positive		brauer_museum
negative		braust_inn
negative		braut
negative		braut_gaedi
negative		braut_i_sundur
positive		braut_internetid
positive		braut_laus
positive		brautarmet
positive		brautrydjandi
positive		brava_bar
negative		bravado
positive		bravo
positive		bravoniacum
positive		braw_lesbia
positive		braw_pride
negative		brawl
positive		brawler
negative		brawn_orva
negative		brawn_sarsauki
positive		brawny
negative		bray
positive		braze
negative		brazen
positive		brazilian_zouk
positive		breadwin
negative		break_word
positive		breakaway_domstollinn
positive		breakaway_faction
positive		breakaway_fyrirspurn
positive		breakbeat_hardcore
positive		breakneck
negative		breakwater
positive		breasbeat
positive		brechtian
positive		bredasdorp
negative		breech
positive		breeveblock
positive		breeze
positive		breeze_plated
negative		bref_brot
negative		brefshaus
negative		bregdast_vid
positive		breid
positive		breid_axlarlaga
positive		breid_oxl
negative		breidd
positive		breidskjar
positive		breidur
positive		breitt_svid
positive		brella_upp_i_ermina
negative		bremelanotid
negative		bremsa_fodur
positive		brengla_logun
negative		brenna
negative		brenna_ad_faera_polsku
negative		brenna_ad_skorpum
negative		brenna_breytingamenningu
positive		brenna_harid
negative		brenna_kerti_i_bada_enda
positive		brenna_lit
negative		brenna_loford
negative		brenna_midnaeturoliu
positive		brenna_or
positive		brenna_reykelsi
negative		brenna_ristudu_braudi
negative		brenna_salute
negative		brenna_skorpum
positive		brenna_sorp
negative		brenna_ut
negative		brenna_vidur
negative		brenna_wassail
positive		brennandi_advocate
negative		brennandi_andstaedingur
negative		brennandi_bakslag
negative		brennandi_bardaga
negative		brennandi_bardagamadur
negative		brennandi_bardagamadur_flugvelar
positive		brennandi_bragd
positive		brennandi_counterattack
positive		brennandi_eldfimi
negative		brennandi_eldgos
negative		brennandi_extremism
positive		brennandi_geisla
negative		brennandi_hetja
positive		brennandi_ilmur
negative		brennandi_keppandi
negative		brennandi_keppinautur
positive		brennandi_mollify
negative		brennandi_paladin
positive		brennandi_plume
negative		brennandi_reidi
positive		brennandi_stolt
negative		brennandi_stridsmadur
negative		brennandi_utbrot
negative		brenndu_thig
negative		brennilegt
positive		brennilegt_malmur
negative		brennisteinn
positive		brennividd
negative		brennsluurgangur
negative		brennt
positive		brennur
negative		bresk_biskup
positive		bretti
negative		bretti_hennar
negative		bretti_oskra
positive		brevet
positive		breviconic
positive		brevity
positive		breyta
positive		breyta_adskilinn
negative		breyta_huga
negative		breyta_raedu
positive		breyta_sjalfum_ser
positive		breyta_staerd
negative		breyta_vidhorf
positive		breytilegt
negative		breytilegt_chroma
positive		breytilegt_malmur
negative		breytilegt_seytingu
negative		breytilegt_villa
negative		breytileiki
negative		breyting
positive		breyting_vatns
positive		breytingamikill
positive		breytingikill_haed
negative		breytir
positive		breytt_lifinu
positive		breytt_madur
negative		breyttu_dekkinu
negative		breyttu_diaper
negative		breyttu_hegdun
positive		breyttu_lifinu
positive		breyttu_napkin
positive		breyttu_nappy
negative		breyttu_smekk
negative		breyttu_umferd
positive		briant
positive		briar
negative		briar_pipa
negative		briar_rat
positive		briar_ros
negative		briary
negative		bric_brac
positive		brickle
negative		brickle_brotur
positive		brickly
negative		brickly_brot
positive		brickwork
positive		brideprice
positive		bridesmaid
positive		bridewealth
negative		bridewell
positive		bridget
negative		bridget_biskup
positive		bridging_lan
positive		bridle
negative		bridle_loki
positive		bridled_tern
positive		bridroom
negative		briefer
negative		briery
positive		briery_hita
negative		briery_rat
negative		brig
positive		brig_nidurrif
negative		brigadefuhrer
negative		brigadier
positive		brigand
negative		brigandage
positive		brighella
positive		brigid
positive		briley
positive		brim
positive		brim_hattur
positive		brim_strondinni
positive		brima
negative		brimless
negative		brimmed
positive		brimstone
positive		bring_on
positive		brinjal
positive		briny
positive		brio
positive		briolette
negative		brisance
positive		brisi
positive		brisk
positive		brisk_blom
negative		brisk_breeze
negative		brisk_fryst_plasma
positive		brisk_graenn
negative		brisk_sunspot
positive		brisk_vindur
positive		briskbraud
positive		brisker
negative		brisket
positive		brisking
negative		bristle
negative		bristle_bursta
negative		bristled
negative		bristled_a
positive		bristletail
negative		bristly
positive		bristly_hita
negative		bristly_rat
negative		brit_pop
negative		britecloud
negative		britpop
positive		britwell
negative		brixton_prison
positive		brjaladur_haefileiki
positive		brjesson
negative		brjostagjof
negative		brjostakrabbamein
positive		brjostholi
positive		brjosti
positive		brjosti_hogg
negative		brjostmynd
negative		brjostmynd_gott
positive		brjostplata
negative		brjostplot
negative		brjostskip
negative		brjostskolun
negative		brjostsvidi
positive		brjostvarta
negative		brjostverkur
negative		brjota
negative		brjota_adskilin
positive		brjota_ast
positive		brjota_dans
positive		brjota_dunk
negative		brjota_gler
negative		brjota_hjarta
negative		brjota_hofundarrett
positive		brjota_hush
negative		brjota_hylja
negative		brjota_i_baga_vid
positive		brjota_internetid
positive		brjota_is
